"District.code","District.name","Category","Student.group","X2021.2022.student.count...year.to.date","X2021.2022.attendance.rate...year.to.date","Math.2019.Average.Score","Math.2022.Average.Score","X2019.ELA.Average.Score","X2022.ELA.Average.Score"
"0020011","Ansonia School District","","All Students",2139,0.9045,439,416,467,443
"0020011","Ansonia School District","Students With Disabilities","Students With Disabilities",369,0.8897,439,416,467,443
"0020011","Ansonia School District","Free/Reduced Lunch","Free Meal Eligible",1192,0.8893,439,416,467,443
"0020011","Ansonia School District","Free/Reduced Lunch","Reduced Price Meal Eligible",225,0.9282,439,416,467,443
"0020011","Ansonia School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",1417,0.8953,439,416,467,443
"0020011","Ansonia School District","English Learners","English Learners",122,0.918,439,416,467,443
"0020011","Ansonia School District","Race/Ethnicity","All other races",149,0.9191,439,416,467,443
"0020011","Ansonia School District","Race/Ethnicity","Black or African American",434,0.8987,439,416,467,443
"0020011","Ansonia School District","Race/Ethnicity","Hispanic/Latino of any race",987,0.8994,439,416,467,443
"0020011","Ansonia School District","Race/Ethnicity","White",569,0.9136,439,416,467,443
"0020011","Ansonia School District","High Needs","Students Without High Needs",528,0.9287,439,416,467,443
"0020011","Ansonia School District","High Needs","Students With High Needs",1545,0.8968,439,416,467,443
"0040011","Avon School District","","All Students",3057,0.9457,588,574,583,576
"0040011","Avon School District","Students With Disabilities","Students With Disabilities",324,0.9207,588,574,583,576
"0040011","Avon School District","Free/Reduced Lunch","Free Meal Eligible",226,0.9145,588,574,583,576
"0040011","Avon School District","Free/Reduced Lunch","Reduced Price Meal Eligible",60,0.9022,588,574,583,576
"0040011","Avon School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",286,0.9119,588,574,583,576
"0040011","Avon School District","English Learners","English Learners",76,0.9414,588,574,583,576
"0040011","Avon School District","Race/Ethnicity","All other races",712,0.9543,588,574,583,576
"0040011","Avon School District","Race/Ethnicity","Black or African American",179,0.9224,588,574,583,576
"0040011","Avon School District","Race/Ethnicity","Hispanic/Latino of any race",221,0.9349,588,574,583,576
"0040011","Avon School District","Race/Ethnicity","White",1945,0.9458,588,574,583,576
"0040011","Avon School District","High Needs","Students Without High Needs",2427,0.9517,588,574,583,576
"0040011","Avon School District","High Needs","Students With High Needs",587,0.9221,588,574,583,576
"0070011","Berlin School District","","All Students",2613,0.9341,516,516,537,522
"0070011","Berlin School District","Students With Disabilities","Students With Disabilities",385,0.907,516,516,537,522
"0070011","Berlin School District","Free/Reduced Lunch","Free Meal Eligible",429,0.9039,516,516,537,522
"0070011","Berlin School District","Free/Reduced Lunch","Reduced Price Meal Eligible",128,0.9146,516,516,537,522
"0070011","Berlin School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",557,0.9063,516,516,537,522
"0070011","Berlin School District","English Learners","English Learners",95,0.9171,516,516,537,522
"0070011","Berlin School District","Race/Ethnicity","All other races",192,0.9411,516,516,537,522
"0070011","Berlin School District","Race/Ethnicity","Black or African American",64,0.9271,516,516,537,522
"0070011","Berlin School District","Race/Ethnicity","Hispanic/Latino of any race",317,0.905,516,516,537,522
"0070011","Berlin School District","Race/Ethnicity","White",2040,0.9383,516,516,537,522
"0070011","Berlin School District","High Needs","Students Without High Needs",1756,0.9449,516,516,537,522
"0070011","Berlin School District","High Needs","Students With High Needs",841,0.9121,516,516,537,522
"0090011","Bethel School District","","All Students",3102,0.9375,523,508,529,519
"0090011","Bethel School District","Students With Disabilities","Students With Disabilities",405,0.9204,523,508,529,519
"0090011","Bethel School District","Free/Reduced Lunch","Free Meal Eligible",686,0.9225,523,508,529,519
"0090011","Bethel School District","Free/Reduced Lunch","Reduced Price Meal Eligible",217,0.9406,523,508,529,519
"0090011","Bethel School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",903,0.9269,523,508,529,519
"0090011","Bethel School District","English Learners","English Learners",167,0.9278,523,508,529,519
"0090011","Bethel School District","Race/Ethnicity","All other races",384,0.9475,523,508,529,519
"0090011","Bethel School District","Race/Ethnicity","Black or African American",128,0.9403,523,508,529,519
"0090011","Bethel School District","Race/Ethnicity","Hispanic/Latino of any race",744,0.9343,523,508,529,519
"0090011","Bethel School District","Race/Ethnicity","White",1846,0.9365,523,508,529,519
"0090011","Bethel School District","High Needs","Students Without High Needs",1821,0.9447,523,508,529,519
"0090011","Bethel School District","High Needs","Students With High Needs",1216,0.9274,523,508,529,519
"0110011","Bloomfield School District","","All Students",1734,0.9293,439,438,477,457
"0110011","Bloomfield School District","Students With Disabilities","Students With Disabilities",369,0.9126,439,438,477,457
"0110011","Bloomfield School District","Free/Reduced Lunch","Free Meal Eligible",775,0.918,439,438,477,457
"0110011","Bloomfield School District","Free/Reduced Lunch","Reduced Price Meal Eligible",163,0.931,439,438,477,457
"0110011","Bloomfield School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",938,0.9203,439,438,477,457
"0110011","Bloomfield School District","English Learners","English Learners",87,0.9221,439,438,477,457
"0110011","Bloomfield School District","Race/Ethnicity","All other races",101,0.9215,439,438,477,457
"0110011","Bloomfield School District","Race/Ethnicity","Black or African American",1273,0.9346,439,438,477,457
"0110011","Bloomfield School District","Race/Ethnicity","Hispanic/Latino of any race",296,0.9117,439,438,477,457
"0110011","Bloomfield School District","Race/Ethnicity","White",64,0.9154,439,438,477,457
"0110011","Bloomfield School District","High Needs","Students Without High Needs",607,0.9426,439,438,477,457
"0110011","Bloomfield School District","High Needs","Students With High Needs",1090,0.9219,439,438,477,457
"0120011","Bolton School District","","All Students",745,0.9433,506,517,540,551
"0120011","Bolton School District","Students With Disabilities","Students With Disabilities",80,0.9148,506,517,540,551
"0120011","Bolton School District","Free/Reduced Lunch","Free Meal Eligible",149,0.9034,506,517,540,551
"0120011","Bolton School District","Free/Reduced Lunch","Reduced Price Meal Eligible",31,0.9169,506,517,540,551
"0120011","Bolton School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",180,0.9058,506,517,540,551
"0120011","Bolton School District","Race/Ethnicity","All other races",51,0.9394,506,517,540,551
"0120011","Bolton School District","Race/Ethnicity","Black or African American",36,0.922,506,517,540,551
"0120011","Bolton School District","Race/Ethnicity","Hispanic/Latino of any race",89,0.9131,506,517,540,551
"0120011","Bolton School District","Race/Ethnicity","White",569,0.9496,506,517,540,551
"0120011","Bolton School District","High Needs","Students Without High Needs",509,0.9566,506,517,540,551
"0120011","Bolton School District","High Needs","Students With High Needs",228,0.9137,506,517,540,551
"0140011","Branford School District","","All Students",2527,0.9268,513,472,523,495
"0140011","Branford School District","Students With Disabilities","Students With Disabilities",322,0.914,513,472,523,495
"0140011","Branford School District","Free/Reduced Lunch","Free Meal Eligible",693,0.9012,513,472,523,495
"0140011","Branford School District","Free/Reduced Lunch","Reduced Price Meal Eligible",193,0.9302,513,472,523,495
"0140011","Branford School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",886,0.9075,513,472,523,495
"0140011","Branford School District","English Learners","English Learners",166,0.9358,513,472,523,495
"0140011","Branford School District","Race/Ethnicity","All other races",290,0.9394,513,472,523,495
"0140011","Branford School District","Race/Ethnicity","Black or African American",97,0.9248,513,472,523,495
"0140011","Branford School District","Race/Ethnicity","Hispanic/Latino of any race",377,0.9062,513,472,523,495
"0140011","Branford School District","Race/Ethnicity","White",1763,0.9293,513,472,523,495
"0140011","Branford School District","High Needs","Students Without High Needs",1389,0.9389,513,472,523,495
"0140011","Branford School District","High Needs","Students With High Needs",1104,0.913,513,472,523,495
"0150011","Bridgeport School District","","All Students",18482,0.9008,413,408,435,434
"0150011","Bridgeport School District","Homelessness","Students Experiencing Homelessness",123,0.8455,413,408,435,434
"0150011","Bridgeport School District","Students With Disabilities","Students With Disabilities",3258,0.8758,413,408,435,434
"0150011","Bridgeport School District","Free/Reduced Lunch","Free Meal Eligible",9915,0.8868,413,408,435,434
"0150011","Bridgeport School District","Free/Reduced Lunch","Reduced Price Meal Eligible",1559,0.923,413,408,435,434
"0150011","Bridgeport School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",11474,0.8917,413,408,435,434
"0150011","Bridgeport School District","English Learners","English Learners",4177,0.9125,413,408,435,434
"0150011","Bridgeport School District","Race/Ethnicity","All other races",811,0.9245,413,408,435,434
"0150011","Bridgeport School District","Race/Ethnicity","Black or African American",5550,0.8991,413,408,435,434
"0150011","Bridgeport School District","Race/Ethnicity","Hispanic/Latino of any race",10368,0.8988,413,408,435,434
"0150011","Bridgeport School District","Race/Ethnicity","White",1753,0.907,413,408,435,434
"0150011","Bridgeport School District","High Needs","Students Without High Needs",3590,0.9238,413,408,435,434
"0150011","Bridgeport School District","High Needs","Students With High Needs",13849,0.8949,413,408,435,434
"0170011","Bristol School District","","All Students",7439,0.9251,484,462,500,482
"0170011","Bristol School District","Homelessness","Students Experiencing Homelessness",65,0.8904,484,462,500,482
"0170011","Bristol School District","Students With Disabilities","Students With Disabilities",1417,0.9034,484,462,500,482
"0170011","Bristol School District","Free/Reduced Lunch","Free Meal Eligible",3545,0.9063,484,462,500,482
"0170011","Bristol School District","Free/Reduced Lunch","Reduced Price Meal Eligible",436,0.9292,484,462,500,482
"0170011","Bristol School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",3981,0.9088,484,462,500,482
"0170011","Bristol School District","English Learners","English Learners",423,0.9127,484,462,500,482
"0170011","Bristol School District","Race/Ethnicity","All other races",627,0.9288,484,462,500,482
"0170011","Bristol School District","Race/Ethnicity","Black or African American",572,0.9268,484,462,500,482
"0170011","Bristol School District","Race/Ethnicity","Hispanic/Latino of any race",2614,0.9095,484,462,500,482
"0170011","Bristol School District","Race/Ethnicity","White",3626,0.9353,484,462,500,482
"0170011","Bristol School District","High Needs","Students Without High Needs",2800,0.949,484,462,500,482
"0170011","Bristol School District","High Needs","Students With High Needs",4510,0.911,484,462,500,482
"0180011","Brookfield School District","","All Students",2545,0.9368,550,530,549,539
"0180011","Brookfield School District","Students With Disabilities","Students With Disabilities",350,0.9153,550,530,549,539
"0180011","Brookfield School District","Free/Reduced Lunch","Free Meal Eligible",379,0.9133,550,530,549,539
"0180011","Brookfield School District","Free/Reduced Lunch","Reduced Price Meal Eligible",135,0.9301,550,530,549,539
"0180011","Brookfield School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",514,0.9177,550,530,549,539
"0180011","Brookfield School District","English Learners","English Learners",105,0.9374,550,530,549,539
"0180011","Brookfield School District","Race/Ethnicity","All other races",242,0.9478,550,530,549,539
"0180011","Brookfield School District","Race/Ethnicity","Black or African American",74,0.9488,550,530,549,539
"0180011","Brookfield School District","Race/Ethnicity","Hispanic/Latino of any race",366,0.9246,550,530,549,539
"0180011","Brookfield School District","Race/Ethnicity","White",1863,0.9372,550,530,549,539
"0180011","Brookfield School District","High Needs","Students Without High Needs",1721,0.9449,550,530,549,539
"0180011","Brookfield School District","High Needs","Students With High Needs",801,0.9201,550,530,549,539
"0230011","Canton School District","","All Students",1462,0.9356,555,531,565,548
"0230011","Canton School District","Students With Disabilities","Students With Disabilities",207,0.9092,555,531,565,548
"0230011","Canton School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",263,0.9233,555,531,565,548
"0230011","Canton School District","Race/Ethnicity","All other races",78,0.93,555,531,565,548
"0230011","Canton School District","Race/Ethnicity","Black or African American",89,0.8953,555,531,565,548
"0230011","Canton School District","Race/Ethnicity","Hispanic/Latino of any race",95,0.9156,555,531,565,548
"0230011","Canton School District","Race/Ethnicity","White",1200,0.9406,555,531,565,548
"0230011","Canton School District","High Needs","Students Without High Needs",1018,0.9426,555,531,565,548
"0230011","Canton School District","High Needs","Students With High Needs",437,0.9192,555,531,565,548
"0250011","Cheshire School District","","All Students",4119,0.9466,562,541,571,553
"0250011","Cheshire School District","Students With Disabilities","Students With Disabilities",527,0.9177,562,541,571,553
"0250011","Cheshire School District","Free/Reduced Lunch","Free Meal Eligible",460,0.921,562,541,571,553
"0250011","Cheshire School District","Free/Reduced Lunch","Reduced Price Meal Eligible",154,0.942,562,541,571,553
"0250011","Cheshire School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",614,0.9263,562,541,571,553
"0250011","Cheshire School District","English Learners","English Learners",96,0.9484,562,541,571,553
"0250011","Cheshire School District","Race/Ethnicity","All other races",527,0.9485,562,541,571,553
"0250011","Cheshire School District","Race/Ethnicity","Black or African American",135,0.942,562,541,571,553
"0250011","Cheshire School District","Race/Ethnicity","Hispanic/Latino of any race",311,0.9358,562,541,571,553
"0250011","Cheshire School District","Race/Ethnicity","White",3146,0.9476,562,541,571,553
"0250011","Cheshire School District","High Needs","Students Without High Needs",3041,0.954,562,541,571,553
"0250011","Cheshire School District","High Needs","Students With High Needs",1040,0.9259,562,541,571,553
"0270011","Clinton School District","","All Students",1493,0.939,492,513,537,519
"0270011","Clinton School District","Students With Disabilities","Students With Disabilities",202,0.9103,492,513,537,519
"0270011","Clinton School District","Free/Reduced Lunch","Free Meal Eligible",400,0.9243,492,513,537,519
"0270011","Clinton School District","Free/Reduced Lunch","Reduced Price Meal Eligible",126,0.939,492,513,537,519
"0270011","Clinton School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",526,0.9278,492,513,537,519
"0270011","Clinton School District","English Learners","English Learners",126,0.9403,492,513,537,519
"0270011","Clinton School District","Race/Ethnicity","Hispanic/Latino of any race",324,0.9403,492,513,537,519
"0270011","Clinton School District","Race/Ethnicity","White",1084,0.9383,492,513,537,519
"0270011","Clinton School District","High Needs","Students Without High Needs",823,0.9483,492,513,537,519
"0270011","Clinton School District","High Needs","Students With High Needs",655,0.9272,492,513,537,519
"0280011","Colchester School District","","All Students",2141,0.9318,509,516,532,516
"0280011","Colchester School District","Students With Disabilities","Students With Disabilities",303,0.9145,509,516,532,516
"0280011","Colchester School District","Free/Reduced Lunch","Free Meal Eligible",409,0.9128,509,516,532,516
"0280011","Colchester School District","Free/Reduced Lunch","Reduced Price Meal Eligible",97,0.9153,509,516,532,516
"0280011","Colchester School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",506,0.9133,509,516,532,516
"0280011","Colchester School District","English Learners","English Learners",35,0.9226,509,516,532,516
"0280011","Colchester School District","Race/Ethnicity","All other races",159,0.9376,509,516,532,516
"0280011","Colchester School District","Race/Ethnicity","Black or African American",33,0.9284,509,516,532,516
"0280011","Colchester School District","Race/Ethnicity","Hispanic/Latino of any race",182,0.9209,509,516,532,516
"0280011","Colchester School District","Race/Ethnicity","White",1767,0.9324,509,516,532,516
"0280011","Colchester School District","High Needs","Students Without High Needs",1405,0.9409,509,516,532,516
"0280011","Colchester School District","High Needs","Students With High Needs",714,0.9152,509,516,532,516
"0320011","Coventry School District","","All Students",1549,0.9295,532,497,541,510
"0320011","Coventry School District","Students With Disabilities","Students With Disabilities",206,0.8936,532,497,541,510
"0320011","Coventry School District","Free/Reduced Lunch","Free Meal Eligible",259,0.8879,532,497,541,510
"0320011","Coventry School District","Free/Reduced Lunch","Reduced Price Meal Eligible",90,0.9288,532,497,541,510
"0320011","Coventry School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",349,0.8986,532,497,541,510
"0320011","Coventry School District","Race/Ethnicity","Hispanic/Latino of any race",106,0.9055,532,497,541,510
"0320011","Coventry School District","Race/Ethnicity","White",1343,0.933,532,497,541,510
"0320011","Coventry School District","High Needs","Students Without High Needs",1053,0.9423,532,497,541,510
"0320011","Coventry School District","High Needs","Students With High Needs",484,0.9028,532,497,541,510
"0330011","Cromwell School District","","All Students",1873,0.9445,510,507,525,508
"0330011","Cromwell School District","Students With Disabilities","Students With Disabilities",211,0.9287,510,507,525,508
"0330011","Cromwell School District","Free/Reduced Lunch","Free Meal Eligible",381,0.9265,510,507,525,508
"0330011","Cromwell School District","Free/Reduced Lunch","Reduced Price Meal Eligible",105,0.9267,510,507,525,508
"0330011","Cromwell School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",486,0.9265,510,507,525,508
"0330011","Cromwell School District","English Learners","English Learners",99,0.9197,510,507,525,508
"0330011","Cromwell School District","Race/Ethnicity","All other races",200,0.9429,510,507,525,508
"0330011","Cromwell School District","Race/Ethnicity","Black or African American",126,0.9438,510,507,525,508
"0330011","Cromwell School District","Race/Ethnicity","Hispanic/Latino of any race",254,0.931,510,507,525,508
"0330011","Cromwell School District","Race/Ethnicity","White",1293,0.9475,510,507,525,508
"0330011","Cromwell School District","High Needs","Students Without High Needs",1219,0.9532,510,507,525,508
"0330011","Cromwell School District","High Needs","Students With High Needs",651,0.9286,510,507,525,508
"0340011","Danbury School District","","All Students",11783,0.9166,454,434,482,457
"0340011","Danbury School District","Homelessness","Students Experiencing Homelessness",25,0.8891,454,434,482,457
"0340011","Danbury School District","Students With Disabilities","Students With Disabilities",1432,0.8994,454,434,482,457
"0340011","Danbury School District","Free/Reduced Lunch","Free Meal Eligible",4685,0.9092,454,434,482,457
"0340011","Danbury School District","Free/Reduced Lunch","Reduced Price Meal Eligible",1172,0.9248,454,434,482,457
"0340011","Danbury School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",5857,0.9123,454,434,482,457
"0340011","Danbury School District","English Learners","English Learners",3541,0.9114,454,434,482,457
"0340011","Danbury School District","Race/Ethnicity","All other races",992,0.9227,454,434,482,457
"0340011","Danbury School District","Race/Ethnicity","Black or African American",785,0.9109,454,434,482,457
"0340011","Danbury School District","Race/Ethnicity","Hispanic/Latino of any race",7182,0.9137,454,434,482,457
"0340011","Danbury School District","Race/Ethnicity","White",2824,0.9232,454,434,482,457
"0340011","Danbury School District","High Needs","Students Without High Needs",3318,0.9347,454,434,482,457
"0340011","Danbury School District","High Needs","Students With High Needs",7802,0.9098,454,434,482,457
"0350011","Darien School District","","All Students",4675,0.9553,628,617,611,599
"0350011","Darien School District","Students With Disabilities","Students With Disabilities",819,0.9465,628,617,611,599
"0350011","Darien School District","Free/Reduced Lunch","Free Meal Eligible",47,0.9446,628,617,611,599
"0350011","Darien School District","Free/Reduced Lunch","Reduced Price Meal Eligible",32,0.9617,628,617,611,599
"0350011","Darien School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",79,0.9516,628,617,611,599
"0350011","Darien School District","English Learners","English Learners",51,0.9454,628,617,611,599
"0350011","Darien School District","Race/Ethnicity","All other races",457,0.9643,628,617,611,599
"0350011","Darien School District","Race/Ethnicity","Black or African American",37,0.9547,628,617,611,599
"0350011","Darien School District","Race/Ethnicity","Hispanic/Latino of any race",312,0.9508,628,617,611,599
"0350011","Darien School District","Race/Ethnicity","White",3869,0.9546,628,617,611,599
"0350011","Darien School District","High Needs","Students Without High Needs",3749,0.9571,628,617,611,599
"0350011","Darien School District","High Needs","Students With High Needs",899,0.9477,628,617,611,599
"0370011","Derby School District","","All Students",1222,0.8979,423,432,463,467
"0370011","Derby School District","Students With Disabilities","Students With Disabilities",235,0.882,423,432,463,467
"0370011","Derby School District","Free/Reduced Lunch","Free Meal Eligible",461,0.8761,423,432,463,467
"0370011","Derby School District","Free/Reduced Lunch","Reduced Price Meal Eligible",72,0.9086,423,432,463,467
"0370011","Derby School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",533,0.8804,423,432,463,467
"0370011","Derby School District","English Learners","English Learners",42,0.8968,423,432,463,467
"0370011","Derby School District","Race/Ethnicity","All other races",104,0.8969,423,432,463,467
"0370011","Derby School District","Race/Ethnicity","Black or African American",238,0.8972,423,432,463,467
"0370011","Derby School District","Race/Ethnicity","Hispanic/Latino of any race",495,0.8914,423,432,463,467
"0370011","Derby School District","Race/Ethnicity","White",385,0.9068,423,432,463,467
"0370011","Derby School District","High Needs","Students Without High Needs",509,0.9175,423,432,463,467
"0370011","Derby School District","High Needs","Students With High Needs",663,0.884,423,432,463,467
"0400011","East Granby School District","","All Students",839,0.9301,518,514,554,545
"0400011","East Granby School District","Students With Disabilities","Students With Disabilities",120,0.885,518,514,554,545
"0400011","East Granby School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",119,0.8846,518,514,554,545
"0400011","East Granby School District","Race/Ethnicity","All other races",98,0.9335,518,514,554,545
"0400011","East Granby School District","Race/Ethnicity","Black or African American",68,0.9018,518,514,554,545
"0400011","East Granby School District","Race/Ethnicity","Hispanic/Latino of any race",57,0.8757,518,514,554,545
"0400011","East Granby School District","Race/Ethnicity","White",616,0.9379,518,514,554,545
"0400011","East Granby School District","High Needs","Students Without High Needs",602,0.9433,518,514,554,545
"0400011","East Granby School District","High Needs","Students With High Needs",222,0.8951,518,514,554,545
"0410011","East Haddam School District","","All Students",951,0.9391,512,516,541,533
"0410011","East Haddam School District","Students With Disabilities","Students With Disabilities",134,0.9292,512,516,541,533
"0410011","East Haddam School District","Free/Reduced Lunch","Free Meal Eligible",198,0.9132,512,516,541,533
"0410011","East Haddam School District","Free/Reduced Lunch","Reduced Price Meal Eligible",39,0.931,512,516,541,533
"0410011","East Haddam School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",237,0.9162,512,516,541,533
"0410011","East Haddam School District","Race/Ethnicity","Hispanic/Latino of any race",121,0.9245,512,516,541,533
"0410011","East Haddam School District","Race/Ethnicity","White",787,0.9411,512,516,541,533
"0410011","East Haddam School District","High Needs","Students Without High Needs",616,0.9475,512,516,541,533
"0410011","East Haddam School District","High Needs","Students With High Needs",320,0.9235,512,516,541,533
"0420011","East Hampton School District","","All Students",1713,0.9413,501,479,539,502
"0420011","East Hampton School District","Students With Disabilities","Students With Disabilities",272,0.9265,501,479,539,502
"0420011","East Hampton School District","Free/Reduced Lunch","Free Meal Eligible",282,0.903,501,479,539,502
"0420011","East Hampton School District","Free/Reduced Lunch","Reduced Price Meal Eligible",70,0.9304,501,479,539,502
"0420011","East Hampton School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",352,0.9087,501,479,539,502
"0420011","East Hampton School District","Race/Ethnicity","All other races",80,0.9504,501,479,539,502
"0420011","East Hampton School District","Race/Ethnicity","Black or African American",21,0.9458,501,479,539,502
"0420011","East Hampton School District","Race/Ethnicity","Hispanic/Latino of any race",119,0.9402,501,479,539,502
"0420011","East Hampton School District","Race/Ethnicity","White",1493,0.9408,501,479,539,502
"0420011","East Hampton School District","High Needs","Students Without High Needs",1181,0.9509,501,479,539,502
"0420011","East Hampton School District","High Needs","Students With High Needs",515,0.9195,501,479,539,502
"0430011","East Hartford School District","","All Students",6126,0.91,443,436,458,448
"0430011","East Hartford School District","Students With Disabilities","Students With Disabilities",1238,0.8698,443,436,458,448
"0430011","East Hartford School District","Free/Reduced Lunch","Free Meal Eligible",3340,0.8912,443,436,458,448
"0430011","East Hartford School District","Free/Reduced Lunch","Reduced Price Meal Eligible",577,0.9277,443,436,458,448
"0430011","East Hartford School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",3917,0.8966,443,436,458,448
"0430011","East Hartford School District","English Learners","English Learners",900,0.8988,443,436,458,448
"0430011","East Hartford School District","Race/Ethnicity","All other races",495,0.9299,443,436,458,448
"0430011","East Hartford School District","Race/Ethnicity","Black or African American",1840,0.9251,443,436,458,448
"0430011","East Hartford School District","Race/Ethnicity","Hispanic/Latino of any race",3122,0.8979,443,436,458,448
"0430011","East Hartford School District","Race/Ethnicity","White",669,0.9106,443,436,458,448
"0430011","East Hartford School District","High Needs","Students Without High Needs",1494,0.9458,443,436,458,448
"0430011","East Hartford School District","High Needs","Students With High Needs",4447,0.8986,443,436,458,448
"0440011","East Haven School District","","All Students",2660,0.92,436,434,465,461
"0440011","East Haven School District","Students With Disabilities","Students With Disabilities",409,0.901,436,434,465,461
"0440011","East Haven School District","Free/Reduced Lunch","Free Meal Eligible",809,0.8943,436,434,465,461
"0440011","East Haven School District","Free/Reduced Lunch","Reduced Price Meal Eligible",49,0.9283,436,434,465,461
"0440011","East Haven School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",858,0.8962,436,434,465,461
"0440011","East Haven School District","English Learners","English Learners",272,0.9356,436,434,465,461
"0440011","East Haven School District","Race/Ethnicity","All other races",170,0.9372,436,434,465,461
"0440011","East Haven School District","Race/Ethnicity","Black or African American",150,0.9244,436,434,465,461
"0440011","East Haven School District","Race/Ethnicity","Hispanic/Latino of any race",990,0.915,436,434,465,461
"0440011","East Haven School District","Race/Ethnicity","White",1350,0.9209,436,434,465,461
"0440011","East Haven School District","High Needs","Students Without High Needs",1334,0.9337,436,434,465,461
"0440011","East Haven School District","High Needs","Students With High Needs",1265,0.9055,436,434,465,461
"0450011","East Lyme School District","","All Students",2597,0.9481,533,554,554,571
"0450011","East Lyme School District","Students With Disabilities","Students With Disabilities",437,0.9373,533,554,554,571
"0450011","East Lyme School District","Free/Reduced Lunch","Free Meal Eligible",446,0.9353,533,554,554,571
"0450011","East Lyme School District","Free/Reduced Lunch","Reduced Price Meal Eligible",119,0.9297,533,554,554,571
"0450011","East Lyme School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",565,0.9341,533,554,554,571
"0450011","East Lyme School District","English Learners","English Learners",84,0.9471,533,554,554,571
"0450011","East Lyme School District","Race/Ethnicity","All other races",408,0.9572,533,554,554,571
"0450011","East Lyme School District","Race/Ethnicity","Black or African American",39,0.9471,533,554,554,571
"0450011","East Lyme School District","Race/Ethnicity","Hispanic/Latino of any race",239,0.9324,533,554,554,571
"0450011","East Lyme School District","Race/Ethnicity","White",1911,0.9481,533,554,554,571
"0450011","East Lyme School District","High Needs","Students Without High Needs",1662,0.9542,533,554,554,571
"0450011","East Lyme School District","High Needs","Students With High Needs",897,0.9371,533,554,554,571
"0470011","East Windsor School District","","All Students",971,0.9003,475,437,490,464
"0470011","East Windsor School District","Students With Disabilities","Students With Disabilities",192,0.8856,475,437,490,464
"0470011","East Windsor School District","Free/Reduced Lunch","Free Meal Eligible",407,0.8742,475,437,490,464
"0470011","East Windsor School District","Free/Reduced Lunch","Reduced Price Meal Eligible",106,0.9008,475,437,490,464
"0470011","East Windsor School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",513,0.8796,475,437,490,464
"0470011","East Windsor School District","English Learners","English Learners",56,0.8907,475,437,490,464
"0470011","East Windsor School District","Race/Ethnicity","All other races",109,0.9037,475,437,490,464
"0470011","East Windsor School District","Race/Ethnicity","Black or African American",143,0.8879,475,437,490,464
"0470011","East Windsor School District","Race/Ethnicity","Hispanic/Latino of any race",238,0.8815,475,437,490,464
"0470011","East Windsor School District","Race/Ethnicity","White",481,0.9121,475,437,490,464
"0470011","East Windsor School District","High Needs","Students Without High Needs",354,0.9283,475,437,490,464
"0470011","East Windsor School District","High Needs","Students With High Needs",596,0.8847,475,437,490,464
"0480011","Ellington School District","","All Students",2548,0.943,519,529,534,535
"0480011","Ellington School District","Students With Disabilities","Students With Disabilities",342,0.9269,519,529,534,535
"0480011","Ellington School District","Free/Reduced Lunch","Free Meal Eligible",352,0.9168,519,529,534,535
"0480011","Ellington School District","Free/Reduced Lunch","Reduced Price Meal Eligible",74,0.9405,519,529,534,535
"0480011","Ellington School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",426,0.921,519,529,534,535
"0480011","Ellington School District","English Learners","English Learners",40,0.937,519,529,534,535
"0480011","Ellington School District","Race/Ethnicity","All other races",383,0.9447,519,529,534,535
"0480011","Ellington School District","Race/Ethnicity","Black or African American",103,0.9255,519,529,534,535
"0480011","Ellington School District","Race/Ethnicity","Hispanic/Latino of any race",183,0.9278,519,529,534,535
"0480011","Ellington School District","Race/Ethnicity","White",1879,0.9451,519,529,534,535
"0480011","Ellington School District","High Needs","Students Without High Needs",1837,0.9494,519,529,534,535
"0480011","Ellington School District","High Needs","Students With High Needs",691,0.9272,519,529,534,535
"0490011","Enfield School District","","All Students",4660,0.9211,499,472,508,485
