"District.code","District.name","Category","Student.group","X2021.2022.student.count...year.to.date","X2021.2022.attendance.rate...year.to.date","Math.2019.Average.Score","Math.2022.Average.Score","X2019.ELA.Average.Score","X2022.ELA.Average.Score"
"0930011","New Haven School District","Race/Ethnicity","Hispanic/Latino of any race",8779,0.8421,423,416,444,439
"0930011","New Haven School District","Race/Ethnicity","White",1945,0.8649,423,416,444,439
"0930011","New Haven School District","High Needs","Students Without High Needs",3996,0.872,423,416,444,439
"0930011","New Haven School District","High Needs","Students With High Needs",13533,0.8294,423,416,444,439
"0940011","Newington School District","","All Students",3850,0.9413,528,502,536,498
"0940011","Newington School District","Students With Disabilities","Students With Disabilities",572,0.9215,528,502,536,498
"0940011","Newington School District","Free/Reduced Lunch","Free Meal Eligible",981,0.9157,528,502,536,498
"0940011","Newington School District","Free/Reduced Lunch","Reduced Price Meal Eligible",284,0.9367,528,502,536,498
"0940011","Newington School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",1265,0.9204,528,502,536,498
"0940011","Newington School District","English Learners","English Learners",308,0.9371,528,502,536,498
"0940011","Newington School District","Race/Ethnicity","All other races",563,0.951,528,502,536,498
"0940011","Newington School District","Race/Ethnicity","Black or African American",220,0.9425,528,502,536,498
"0940011","Newington School District","Race/Ethnicity","Hispanic/Latino of any race",974,0.9242,528,502,536,498
"0940011","Newington School District","Race/Ethnicity","White",2093,0.9464,528,502,536,498
"0940011","Newington School District","High Needs","Students Without High Needs",2134,0.955,528,502,536,498
"0940011","Newington School District","High Needs","Students With High Needs",1682,0.9243,528,502,536,498
"0950011","New London School District","","All Students",3055,0.8868,431,414,442,433
"0950011","New London School District","Homelessness","Students Experiencing Homelessness",184,0.8869,431,414,442,433
"0950011","New London School District","Students With Disabilities","Students With Disabilities",542,0.8406,431,414,442,433
"0950011","New London School District","Free/Reduced Lunch","Free Meal Eligible",2323,0.8778,431,414,442,433
"0950011","New London School District","Free/Reduced Lunch","Reduced Price Meal Eligible",184,0.9222,431,414,442,433
"0950011","New London School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",2507,0.881,431,414,442,433
"0950011","New London School District","English Learners","English Learners",768,0.8854,431,414,442,433
"0950011","New London School District","Race/Ethnicity","All other races",434,0.8976,431,414,442,433
"0950011","New London School District","Race/Ethnicity","Black or African American",507,0.9054,431,414,442,433
"0950011","New London School District","Race/Ethnicity","Hispanic/Latino of any race",1704,0.8743,431,414,442,433
"0950011","New London School District","Race/Ethnicity","White",410,0.9038,431,414,442,433
"0950011","New London School District","High Needs","Students Without High Needs",328,0.9269,431,414,442,433
"0950011","New London School District","High Needs","Students With High Needs",2601,0.8819,431,414,442,433
"0960011","New Milford School District","","All Students",3601,0.9183,530,509,530,528
"0960011","New Milford School District","Students With Disabilities","Students With Disabilities",540,0.8897,530,509,530,528
"0960011","New Milford School District","Free/Reduced Lunch","Free Meal Eligible",894,0.8933,530,509,530,528
"0960011","New Milford School District","Free/Reduced Lunch","Reduced Price Meal Eligible",254,0.916,530,509,530,528
"0960011","New Milford School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",1148,0.8982,530,509,530,528
"0960011","New Milford School District","English Learners","English Learners",214,0.9151,530,509,530,528
"0960011","New Milford School District","Race/Ethnicity","All other races",267,0.9272,530,509,530,528
"0960011","New Milford School District","Race/Ethnicity","Black or African American",116,0.9193,530,509,530,528
"0960011","New Milford School District","Race/Ethnicity","Hispanic/Latino of any race",754,0.914,530,509,530,528
"0960011","New Milford School District","Race/Ethnicity","White",2464,0.9187,530,509,530,528
"0960011","New Milford School District","High Needs","Students Without High Needs",2017,0.9312,530,509,530,528
"0960011","New Milford School District","High Needs","Students With High Needs",1523,0.9011,530,509,530,528
"0970011","Newtown School District","","All Students",4001,0.9465,579,545,573,539
"0970011","Newtown School District","Students With Disabilities","Students With Disabilities",578,0.934,579,545,573,539
"0970011","Newtown School District","Free/Reduced Lunch","Free Meal Eligible",377,0.9257,579,545,573,539
"0970011","Newtown School District","Free/Reduced Lunch","Reduced Price Meal Eligible",120,0.9359,579,545,573,539
"0970011","Newtown School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",497,0.9281,579,545,573,539
"0970011","Newtown School District","English Learners","English Learners",45,0.9531,579,545,573,539
"0970011","Newtown School District","Race/Ethnicity","All other races",184,0.9506,579,545,573,539
"0970011","Newtown School District","Race/Ethnicity","Black or African American",85,0.9532,579,545,573,539
"0970011","Newtown School District","Race/Ethnicity","Hispanic/Latino of any race",437,0.9392,579,545,573,539
"0970011","Newtown School District","Race/Ethnicity","White",3295,0.9471,579,545,573,539
"0970011","Newtown School District","High Needs","Students Without High Needs",2981,0.951,579,545,573,539
"0970011","Newtown School District","High Needs","Students With High Needs",969,0.9336,579,545,573,539
"0990011","North Branford School District","","All Students",1536,0.935,504,499,518,518
"0990011","North Branford School District","Students With Disabilities","Students With Disabilities",229,0.9241,504,499,518,518
"0990011","North Branford School District","Free/Reduced Lunch","Free Meal Eligible",240,0.9204,504,499,518,518
"0990011","North Branford School District","Free/Reduced Lunch","Reduced Price Meal Eligible",52,0.9247,504,499,518,518
"0990011","North Branford School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",292,0.9212,504,499,518,518
"0990011","North Branford School District","Race/Ethnicity","All other races",56,0.9509,504,499,518,518
"0990011","North Branford School District","Race/Ethnicity","Black or African American",22,0.935,504,499,518,518
"0990011","North Branford School District","Race/Ethnicity","Hispanic/Latino of any race",141,0.9252,504,499,518,518
"0990011","North Branford School District","Race/Ethnicity","White",1317,0.9353,504,499,518,518
"0990011","North Branford School District","High Needs","Students Without High Needs",1069,0.9396,504,499,518,518
"0990011","North Branford School District","High Needs","Students With High Needs",462,0.9243,504,499,518,518
"1010011","North Haven School District","","All Students",3130,0.9464,504,509,516,516
"1010011","North Haven School District","Students With Disabilities","Students With Disabilities",372,0.9209,504,509,516,516
"1010011","North Haven School District","Free/Reduced Lunch","Free Meal Eligible",510,0.9238,504,509,516,516
"1010011","North Haven School District","Free/Reduced Lunch","Reduced Price Meal Eligible",151,0.9288,504,509,516,516
"1010011","North Haven School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",661,0.925,504,509,516,516
"1010011","North Haven School District","English Learners","English Learners",139,0.943,504,509,516,516
"1010011","North Haven School District","Race/Ethnicity","All other races",304,0.9537,504,509,516,516
"1010011","North Haven School District","Race/Ethnicity","Black or African American",157,0.9429,504,509,516,516
"1010011","North Haven School District","Race/Ethnicity","Hispanic/Latino of any race",380,0.9437,504,509,516,516
"1010011","North Haven School District","Race/Ethnicity","White",2289,0.9461,504,509,516,516
"1010011","North Haven School District","High Needs","Students Without High Needs",2124,0.9548,504,509,516,516
"1010011","North Haven School District","High Needs","Students With High Needs",975,0.929,504,509,516,516
"1020011","North Stonington School District","","All Students",740,0.9413,549,535,572,566
"1020011","North Stonington School District","Students With Disabilities","Students With Disabilities",74,0.939,549,535,572,566
"1020011","North Stonington School District","Free/Reduced Lunch","Free Meal Eligible",109,0.9284,549,535,572,566
"1020011","North Stonington School District","Free/Reduced Lunch","Reduced Price Meal Eligible",42,0.9191,549,535,572,566
"1020011","North Stonington School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",151,0.9258,549,535,572,566
"1020011","North Stonington School District","Race/Ethnicity","All other races",35,0.9116,549,535,572,566
"1020011","North Stonington School District","Race/Ethnicity","White",655,0.9429,549,535,572,566
"1020011","North Stonington School District","High Needs","Students Without High Needs",537,0.9454,549,535,572,566
"1020011","North Stonington School District","High Needs","Students With High Needs",194,0.9298,549,535,572,566
"1030011","Norwalk School District","","All Students",12356,0.9092,478,466,491,477
"1030011","Norwalk School District","Homelessness","Students Experiencing Homelessness",33,0.8129,478,466,491,477
"1030011","Norwalk School District","Students With Disabilities","Students With Disabilities",1721,0.8835,478,466,491,477
"1030011","Norwalk School District","Free/Reduced Lunch","Free Meal Eligible",5372,0.8959,478,466,491,477
"1030011","Norwalk School District","Free/Reduced Lunch","Reduced Price Meal Eligible",1163,0.9155,478,466,491,477
"1030011","Norwalk School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",6535,0.8994,478,466,491,477
"1030011","Norwalk School District","English Learners","English Learners",2161,0.8999,478,466,491,477
"1030011","Norwalk School District","Race/Ethnicity","All other races",913,0.9193,478,466,491,477
"1030011","Norwalk School District","Race/Ethnicity","Black or African American",1768,0.8995,478,466,491,477
"1030011","Norwalk School District","Race/Ethnicity","Hispanic/Latino of any race",6723,0.9035,478,466,491,477
"1030011","Norwalk School District","Race/Ethnicity","White",2952,0.9247,478,466,491,477
"1030011","Norwalk School District","High Needs","Students Without High Needs",4151,0.93,478,466,491,477
"1030011","Norwalk School District","High Needs","Students With High Needs",7747,0.8988,478,466,491,477
"1060011","Old Saybrook School District","","All Students",1014,0.9466,528,530,532,538
"1060011","Old Saybrook School District","Students With Disabilities","Students With Disabilities",157,0.9332,528,530,532,538
"1060011","Old Saybrook School District","Free/Reduced Lunch","Free Meal Eligible",200,0.9339,528,530,532,538
"1060011","Old Saybrook School District","Free/Reduced Lunch","Reduced Price Meal Eligible",63,0.9447,528,530,532,538
"1060011","Old Saybrook School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",263,0.9365,528,530,532,538
"1060011","Old Saybrook School District","English Learners","English Learners",82,0.9555,528,530,532,538
"1060011","Old Saybrook School District","Race/Ethnicity","Hispanic/Latino of any race",143,0.9505,528,530,532,538
"1060011","Old Saybrook School District","Race/Ethnicity","White",789,0.9466,528,530,532,538
"1060011","Old Saybrook School District","High Needs","Students Without High Needs",616,0.9518,528,530,532,538
"1060011","Old Saybrook School District","High Needs","Students With High Needs",379,0.9392,528,530,532,538
"1080011","Oxford School District","","All Students",1693,0.9413,489,490,523,519
"1080011","Oxford School District","Students With Disabilities","Students With Disabilities",222,0.941,489,490,523,519
"1080011","Oxford School District","Free/Reduced Lunch","Free Meal Eligible",191,0.915,489,490,523,519
"1080011","Oxford School District","Free/Reduced Lunch","Reduced Price Meal Eligible",34,0.9212,489,490,523,519
"1080011","Oxford School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",225,0.9159,489,490,523,519
"1080011","Oxford School District","English Learners","English Learners",39,0.9458,489,490,523,519
"1080011","Oxford School District","Race/Ethnicity","All other races",67,0.9477,489,490,523,519
"1080011","Oxford School District","Race/Ethnicity","Black or African American",32,0.9316,489,490,523,519
"1080011","Oxford School District","Race/Ethnicity","Hispanic/Latino of any race",163,0.9301,489,490,523,519
"1080011","Oxford School District","Race/Ethnicity","White",1431,0.9425,489,490,523,519
"1080011","Oxford School District","High Needs","Students Without High Needs",1259,0.9446,489,490,523,519
"1080011","Oxford School District","High Needs","Students With High Needs",418,0.9307,489,490,523,519
"1090011","Plainfield School District","","All Students",1860,0.9151,453,442,488,463
"1090011","Plainfield School District","Students With Disabilities","Students With Disabilities",319,0.895,453,442,488,463
"1090011","Plainfield School District","Free/Reduced Lunch","Free Meal Eligible",848,0.8985,453,442,488,463
"1090011","Plainfield School District","Free/Reduced Lunch","Reduced Price Meal Eligible",188,0.9247,453,442,488,463
"1090011","Plainfield School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",1036,0.9032,453,442,488,463
"1090011","Plainfield School District","English Learners","English Learners",31,0.9063,453,442,488,463
"1090011","Plainfield School District","Race/Ethnicity","All other races",89,0.885,453,442,488,463
"1090011","Plainfield School District","Race/Ethnicity","Black or African American",66,0.9247,453,442,488,463
"1090011","Plainfield School District","Race/Ethnicity","Hispanic/Latino of any race",175,0.9097,453,442,488,463
"1090011","Plainfield School District","Race/Ethnicity","White",1530,0.917,453,442,488,463
"1090011","Plainfield School District","High Needs","Students Without High Needs",671,0.9319,453,442,488,463
"1090011","Plainfield School District","High Needs","Students With High Needs",1141,0.9051,453,442,488,463
"1100011","Plainville School District","","All Students",2171,0.9241,498,479,507,491
"1100011","Plainville School District","Students With Disabilities","Students With Disabilities",304,0.895,498,479,507,491
"1100011","Plainville School District","Free/Reduced Lunch","Free Meal Eligible",670,0.902,498,479,507,491
"1100011","Plainville School District","Free/Reduced Lunch","Reduced Price Meal Eligible",210,0.9182,498,479,507,491
"1100011","Plainville School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",880,0.9059,498,479,507,491
"1100011","Plainville School District","English Learners","English Learners",156,0.9106,498,479,507,491
"1100011","Plainville School District","Race/Ethnicity","All other races",166,0.9359,498,479,507,491
"1100011","Plainville School District","Race/Ethnicity","Black or African American",118,0.9162,498,479,507,491
"1100011","Plainville School District","Race/Ethnicity","Hispanic/Latino of any race",487,0.901,498,479,507,491
"1100011","Plainville School District","Race/Ethnicity","White",1400,0.9313,498,479,507,491
"1100011","Plainville School District","High Needs","Students Without High Needs",1076,0.9415,498,479,507,491
"1100011","Plainville School District","High Needs","Students With High Needs",1074,0.9073,498,479,507,491
"1110011","Plymouth School District","","All Students",1245,0.8993,493,480,501,490
"1110011","Plymouth School District","Students With Disabilities","Students With Disabilities",246,0.8711,493,480,501,490
"1110011","Plymouth School District","Free/Reduced Lunch","Free Meal Eligible",409,0.8732,493,480,501,490
"1110011","Plymouth School District","Free/Reduced Lunch","Reduced Price Meal Eligible",111,0.8992,493,480,501,490
"1110011","Plymouth School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",520,0.8787,493,480,501,490
"1110011","Plymouth School District","English Learners","English Learners",23,0.9148,493,480,501,490
"1110011","Plymouth School District","Race/Ethnicity","Hispanic/Latino of any race",181,0.8903,493,480,501,490
"1110011","Plymouth School District","Race/Ethnicity","White",956,0.9053,493,480,501,490
"1110011","Plymouth School District","High Needs","Students Without High Needs",596,0.9198,493,480,501,490
"1110011","Plymouth School District","High Needs","Students With High Needs",634,0.8816,493,480,501,490
"1130011","Portland School District","","All Students",1209,0.9386,520,501,521,514
"1130011","Portland School District","Students With Disabilities","Students With Disabilities",197,0.9125,520,501,521,514
"1130011","Portland School District","Free/Reduced Lunch","Free Meal Eligible",248,0.9062,520,501,521,514
"1130011","Portland School District","Free/Reduced Lunch","Reduced Price Meal Eligible",48,0.9223,520,501,521,514
"1130011","Portland School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",296,0.9089,520,501,521,514
"1130011","Portland School District","English Learners","English Learners",44,0.9323,520,501,521,514
"1130011","Portland School District","Race/Ethnicity","All other races",82,0.9392,520,501,521,514
"1130011","Portland School District","Race/Ethnicity","Black or African American",41,0.8995,520,501,521,514
"1130011","Portland School District","Race/Ethnicity","Hispanic/Latino of any race",211,0.9174,520,501,521,514
"1130011","Portland School District","Race/Ethnicity","White",875,0.9455,520,501,521,514
"1130011","Portland School District","High Needs","Students Without High Needs",784,0.95,520,501,521,514
"1130011","Portland School District","High Needs","Students With High Needs",413,0.9169,520,501,521,514
"1160011","Putnam School District","","All Students",1063,0.8996,435,432,479,470
"1160011","Putnam School District","Students With Disabilities","Students With Disabilities",209,0.8701,435,432,479,470
"1160011","Putnam School District","Free/Reduced Lunch","Free Meal Eligible",425,0.8759,435,432,479,470
"1160011","Putnam School District","Free/Reduced Lunch","Reduced Price Meal Eligible",81,0.9007,435,432,479,470
"1160011","Putnam School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",506,0.88,435,432,479,470
"1160011","Putnam School District","English Learners","English Learners",40,0.8828,435,432,479,470
"1160011","Putnam School District","Race/Ethnicity","All other races",73,0.8754,435,432,479,470
"1160011","Putnam School District","Race/Ethnicity","Black or African American",20,0.9287,435,432,479,470
"1160011","Putnam School District","Race/Ethnicity","Hispanic/Latino of any race",158,0.885,435,432,479,470
"1160011","Putnam School District","Race/Ethnicity","White",812,0.9041,435,432,479,470
"1160011","Putnam School District","High Needs","Students Without High Needs",406,0.9263,435,432,479,470
"1160011","Putnam School District","High Needs","Students With High Needs",611,0.8816,435,432,479,470
"1180011","Ridgefield School District","","All Students",4533,0.9446,604,580,604,592
"1180011","Ridgefield School District","Students With Disabilities","Students With Disabilities",674,0.9305,604,580,604,592
"1180011","Ridgefield School District","Free/Reduced Lunch","Free Meal Eligible",278,0.9304,604,580,604,592
"1180011","Ridgefield School District","Free/Reduced Lunch","Reduced Price Meal Eligible",74,0.932,604,580,604,592
"1180011","Ridgefield School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",352,0.9307,604,580,604,592
"1180011","Ridgefield School District","English Learners","English Learners",59,0.9386,604,580,604,592
"1180011","Ridgefield School District","Race/Ethnicity","All other races",515,0.951,604,580,604,592
"1180011","Ridgefield School District","Race/Ethnicity","Black or African American",33,0.9521,604,580,604,592
"1180011","Ridgefield School District","Race/Ethnicity","Hispanic/Latino of any race",396,0.938,604,580,604,592
"1180011","Ridgefield School District","Race/Ethnicity","White",3589,0.9443,604,580,604,592
"1180011","Ridgefield School District","High Needs","Students Without High Needs",3517,0.9482,604,580,604,592
"1180011","Ridgefield School District","High Needs","Students With High Needs",970,0.9318,604,580,604,592
"1190011","Rocky Hill School District","","All Students",2483,0.948,521,539,528,549
"1190011","Rocky Hill School District","Students With Disabilities","Students With Disabilities",321,0.9334,521,539,528,549
"1190011","Rocky Hill School District","Free/Reduced Lunch","Free Meal Eligible",427,0.9161,521,539,528,549
"1190011","Rocky Hill School District","Free/Reduced Lunch","Reduced Price Meal Eligible",84,0.9411,521,539,528,549
"1190011","Rocky Hill School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",511,0.9201,521,539,528,549
"1190011","Rocky Hill School District","English Learners","English Learners",163,0.9414,521,539,528,549
"1190011","Rocky Hill School District","Race/Ethnicity","All other races",798,0.9559,521,539,528,549
"1190011","Rocky Hill School District","Race/Ethnicity","Black or African American",86,0.9456,521,539,528,549
"1190011","Rocky Hill School District","Race/Ethnicity","Hispanic/Latino of any race",297,0.9227,521,539,528,549
"1190011","Rocky Hill School District","Race/Ethnicity","White",1302,0.9488,521,539,528,549
"1190011","Rocky Hill School District","High Needs","Students Without High Needs",1600,0.9573,521,539,528,549
"1190011","Rocky Hill School District","High Needs","Students With High Needs",818,0.9302,521,539,528,549
"1240011","Seymour School District","","All Students",2077,0.9296,493,482,511,503
"1240011","Seymour School District","Students With Disabilities","Students With Disabilities",301,0.9081,493,482,511,503
"1240011","Seymour School District","Free/Reduced Lunch","Free Meal Eligible",586,0.9119,493,482,511,503
"1240011","Seymour School District","Free/Reduced Lunch","Reduced Price Meal Eligible",176,0.9323,493,482,511,503
"1240011","Seymour School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",762,0.9167,493,482,511,503
"1240011","Seymour School District","English Learners","English Learners",109,0.9238,493,482,511,503
"1240011","Seymour School District","Race/Ethnicity","All other races",117,0.9338,493,482,511,503
"1240011","Seymour School District","Race/Ethnicity","Black or African American",143,0.9388,493,482,511,503
"1240011","Seymour School District","Race/Ethnicity","Hispanic/Latino of any race",434,0.9046,493,482,511,503
"1240011","Seymour School District","Race/Ethnicity","White",1383,0.9359,493,482,511,503
"1240011","Seymour School District","High Needs","Students Without High Needs",1090,0.9407,493,482,511,503
"1240011","Seymour School District","High Needs","Students With High Needs",948,0.9173,493,482,511,503
"1260011","Shelton School District","","All Students",4404,0.9369,528,497,534,509
"1260011","Shelton School District","Students With Disabilities","Students With Disabilities",638,0.916,528,497,534,509
"1260011","Shelton School District","Free/Reduced Lunch","Free Meal Eligible",1029,0.9175,528,497,534,509
"1260011","Shelton School District","Free/Reduced Lunch","Reduced Price Meal Eligible",265,0.9343,528,497,534,509
"1260011","Shelton School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",1294,0.921,528,497,534,509
"1260011","Shelton School District","English Learners","English Learners",295,0.9427,528,497,534,509
"1260011","Shelton School District","Race/Ethnicity","All other races",425,0.9485,528,497,534,509
"1260011","Shelton School District","Race/Ethnicity","Black or African American",332,0.9454,528,497,534,509
"1260011","Shelton School District","Race/Ethnicity","Hispanic/Latino of any race",973,0.9252,528,497,534,509
"1260011","Shelton School District","Race/Ethnicity","White",2674,0.9382,528,497,534,509
"1260011","Shelton School District","High Needs","Students Without High Needs",2564,0.9467,528,497,534,509
"1260011","Shelton School District","High Needs","Students With High Needs",1772,0.923,528,497,534,509
"1280011","Simsbury School District","","All Students",4068,0.9414,577,562,589,577
"1280011","Simsbury School District","Students With Disabilities","Students With Disabilities",616,0.917,577,562,589,577
"1280011","Simsbury School District","Free/Reduced Lunch","Free Meal Eligible",452,0.9126,577,562,589,577
"1280011","Simsbury School District","Free/Reduced Lunch","Reduced Price Meal Eligible",81,0.9335,577,562,589,577
"1280011","Simsbury School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",533,0.9158,577,562,589,577
"1280011","Simsbury School District","English Learners","English Learners",70,0.9289,577,562,589,577
"1280011","Simsbury School District","Race/Ethnicity","All other races",473,0.9503,577,562,589,577
"1280011","Simsbury School District","Race/Ethnicity","Black or African American",240,0.9228,577,562,589,577
"1280011","Simsbury School District","Race/Ethnicity","Hispanic/Latino of any race",454,0.9303,577,562,589,577
"1280011","Simsbury School District","Race/Ethnicity","White",2901,0.9433,577,562,589,577
"1280011","Simsbury School District","High Needs","Students Without High Needs",2978,0.9489,577,562,589,577
"1280011","Simsbury School District","High Needs","Students With High Needs",1040,0.9207,577,562,589,577
"1290011","Somers School District","","All Students",1319,0.9478,518,523,543,521
"1290011","Somers School District","Students With Disabilities","Students With Disabilities",202,0.9311,518,523,543,521
"1290011","Somers School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",68,0.9322,518,523,543,521
"1290011","Somers School District","Race/Ethnicity","All other races",42,0.9454,518,523,543,521
"1290011","Somers School District","Race/Ethnicity","Black or African American",30,0.9275,518,523,543,521
"1290011","Somers School District","Race/Ethnicity","Hispanic/Latino of any race",66,0.9334,518,523,543,521
"1290011","Somers School District","Race/Ethnicity","White",1181,0.9493,518,523,543,521
"1290011","Somers School District","High Needs","Students Without High Needs",1057,0.9519,518,523,543,521
"1290011","Somers School District","High Needs","Students With High Needs",250,0.9327,518,523,543,521
"1310011","Southington School District","","All Students",6171,0.9409,532,518,532,522
"1310011","Southington School District","Students With Disabilities","Students With Disabilities",920,0.9131,532,518,532,522
"1310011","Southington School District","Free/Reduced Lunch","Free Meal Eligible",1116,0.9099,532,518,532,522
"1310011","Southington School District","Free/Reduced Lunch","Reduced Price Meal Eligible",297,0.9335,532,518,532,522
"1310011","Southington School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",1413,0.9149,532,518,532,522
"1310011","Southington School District","English Learners","English Learners",146,0.9289,532,518,532,522
"1310011","Southington School District","Race/Ethnicity","All other races",563,0.9441,532,518,532,522
"1310011","Southington School District","Race/Ethnicity","Black or African American",147,0.9303,532,518,532,522
"1310011","Southington School District","Race/Ethnicity","Hispanic/Latino of any race",694,0.9197,532,518,532,522
"1310011","Southington School District","Race/Ethnicity","White",4767,0.9439,532,518,532,522
"1310011","Southington School District","High Needs","Students Without High Needs",4117,0.9523,532,518,532,522
"1310011","Southington School District","High Needs","Students With High Needs",2017,0.918,532,518,532,522
"1320011","South Windsor School District","","All Students",4714,0.9476,554,550,557,541
"1320011","South Windsor School District","Students With Disabilities","Students With Disabilities",579,0.9226,554,550,557,541
"1320011","South Windsor School District","Free/Reduced Lunch","Free Meal Eligible",583,0.9206,554,550,557,541
"1320011","South Windsor School District","Free/Reduced Lunch","Reduced Price Meal Eligible",197,0.9458,554,550,557,541
"1320011","South Windsor School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",780,0.927,554,550,557,541
"1320011","South Windsor School District","English Learners","English Learners",350,0.9388,554,550,557,541
"1320011","South Windsor School District","Race/Ethnicity","All other races",1635,0.9524,554,550,557,541
"1320011","South Windsor School District","Race/Ethnicity","Black or African American",276,0.931,554,550,557,541
"1320011","South Windsor School District","Race/Ethnicity","Hispanic/Latino of any race",462,0.9347,554,550,557,541
"1320011","South Windsor School District","Race/Ethnicity","White",2341,0.9486,554,550,557,541
"1320011","South Windsor School District","High Needs","Students Without High Needs",3236,0.9548,554,550,557,541
"1320011","South Windsor School District","High Needs","Students With High Needs",1409,0.9312,554,550,557,541
"1340011","Stafford School District","","All Students",1312,0.9244,510,502,523,512
"1340011","Stafford School District","Students With Disabilities","Students With Disabilities",213,0.8974,510,502,523,512
"1340011","Stafford School District","Free/Reduced Lunch","Free Meal Eligible",329,0.9056,510,502,523,512
"1340011","Stafford School District","Free/Reduced Lunch","Reduced Price Meal Eligible",67,0.8978,510,502,523,512
"1340011","Stafford School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",396,0.9043,510,502,523,512
"1340011","Stafford School District","Race/Ethnicity","Hispanic/Latino of any race",129,0.9173,510,502,523,512
"1340011","Stafford School District","Race/Ethnicity","White",1106,0.9255,510,502,523,512
"1340011","Stafford School District","High Needs","Students Without High Needs",762,0.9366,510,502,523,512
"1340011","Stafford School District","High Needs","Students With High Needs",527,0.9075,510,502,523,512
"1350011","Stamford School District","","All Students",15986,0.9104,488,473,497,493
"1350011","Stamford School District","Homelessness","Students Experiencing Homelessness",57,0.8306,488,473,497,493
"1350011","Stamford School District","Students With Disabilities","Students With Disabilities",2257,0.8848,488,473,497,493
"1350011","Stamford School District","Free/Reduced Lunch","Free Meal Eligible",7070,0.8972,488,473,497,493
"1350011","Stamford School District","Free/Reduced Lunch","Reduced Price Meal Eligible",1385,0.922,488,473,497,493
"1350011","Stamford School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible",8455,0.9013,488,473,497,493
"1350011","Stamford School District","English Learners","English Learners",2046,0.8806,488,473,497,493
"1350011","Stamford School District","Race/Ethnicity","All other races",1611,0.9216,488,473,497,493
"1350011","Stamford School District","Race/Ethnicity","Black or African American",2212,0.892,488,473,497,493
"1350011","Stamford School District","Race/Ethnicity","Hispanic/Latino of any race",7786,0.9027,488,473,497,493
"1350011","Stamford School District","Race/Ethnicity","White",4377,0.9289,488,473,497,493
"1350011","Stamford School District","High Needs","Students Without High Needs",5490,0.9344,488,473,497,493
"1350011","Stamford School District","High Needs","Students With High Needs",9864,0.8986,488,473,497,493
"1370011","Stonington School District","","All Students",1805,0.9313,532,517,551,537
"1370011","Stonington School District","Students With Disabilities","Students With Disabilities",246,0.9033,532,517,551,537
